,Category,Resume,tokenized
787,10,skill set talend big data informatica power center microsoft sql server sql platform manag studio workbench aw servic talend administr consol microsoft visual redshift tac studio athena data warehous concept star sql schema fact dimens data model data integr microsoft ess educ detail januari januari mumbai maharashtra univers mumbai januari cbse technolog kochi kerala st franci talend etl develop talend etl develop tata consult servic skill detail data warehous exprienc month databas exprienc month integr exprienc month integr exprienc month ms sql server exprienc monthscompani detail compani tata consult servic descript prepar etl map document everi map data migrat document smooth transfer project develop test environ product environ perform unit test system test valid data load target troubleshoot long run job fix issu expertis creat map talend use big data support compon tjdb onfigur tjdbcinput thdfsconfigur ts configur tcacheout tcachein tsqlrow standard compon like tfileinputdelimit tfileoutputdelimit tmap tjoin treplic tparallel tconverttyp taggreg tsortrow tflowmet tlogcatch trowgener tjava tjavarow taggregaterow tfilter etc use etl methodolog best practic creat talend etl job follow enhanc program name standard develop job compon joblet talend use trunjob compon run child job parent job pass paramet parent child job creat deploy physic object includ custom tabl custom view store procedur index sql server stage data warehous environ involv write sql queri use join ess data mysql creat manag sourc target map document fact dimens tabl broad design develop test experi talend integr suit knowledg perform tune map extens use tmap compon lookup joiner function experienc write express within tmap per busi need handl insert updat strategi use tsqlrow creat implicit local global context variabl job run talend job differ environ work talend administr consol tac schedul job ad user experienc build talend job outsid talend studio well tac server develop map load fact dimens tabl scd type scd type dimens increment load unit test map develop framework integr job schedul multipl job time updat last su ess run time su ess statu send mail fail job maintain count sql databas use tparal compon multi thread execut option run subjob parallel increas perform job creat talend job copi file one server anoth util talend ftp compon implement ftp oper use talend studio transfer file network folder well ftp server use compon like tfilelist ts put tftput tfileexist tftpconnect etc extract data flat file databas appli busi logic load stage databas well flat file su ess load data differ target variou sourc system like sql databas db flatfil xml file etc stage tabl target databas compani tata consult servic descript experi develop design etl extract transform load data methodolog support data transform process corpor wide etl solut use talend big data platform excel work experi agil methodolog profici gather understand client requir translat busi need technic requir design develop end end etl process variou sourc system stage area stage data warehous solicit document busi function data requir context variabl diagram use case etl relat diagram excel oral written commun abil effect work onsit remot team good team player excel problem solv abil time manag skill profound insight determin prioriti schedul work meet critic deadlin compani tata consult servic descript prepar etl map document everi map data migrat document smooth transfer project develop test environ product environ perform unit test system test valid data load target troubleshoot long run job fix issu,"  (0, 1493)	0.06165381493909636
  (0, 1489)	0.05394029782861665
  (0, 1488)	0.06533163730435414
  (0, 1481)	0.041633517127414206
  (0, 1479)	0.04162343266004292
  (0, 1473)	0.05710610908203106
  (0, 1471)	0.06981421886774186
  (0, 1461)	0.11964018199638884
  (0, 1454)	0.046236316435909676
  (0, 1447)	0.04919056084859326
  (0, 1435)	0.04902058020526018
  (0, 1431)	0.07333624223770954
  (0, 1429)	0.044436012267999564
  (0, 1428)	0.031166014991628216
  (0, 1427)	0.0845384190384038
  (0, 1421)	0.07176686873670773
  (0, 1418)	0.020969085342900973
  (0, 1417)	0.07429002380686023
  (0, 1414)	0.03638271277453419
  (0, 1409)	0.06808525470019924
  (0, 1406)	0.05586988951589419
  (0, 1403)	0.06976681855048178
  (0, 1396)	0.061212561747875385
  (0, 1394)	0.0741620070062567
  (0, 1393)	0.11917304331686107
  :	:
  (0, 299)	0.049008881031350295
  (0, 294)	0.08070914301328821
  (0, 286)	0.05996710435613518
  (0, 282)	0.04183725700229881
  (0, 272)	0.11590897360914601
  (0, 268)	0.09550393278281251
  (0, 262)	0.04060103743616193
  (0, 255)	0.04975029990754442
  (0, 253)	0.15204633935759887
  (0, 241)	0.02951792475142366
  (0, 215)	0.025631085222836022
  (0, 187)	0.04205442248480964
  (0, 181)	0.03660274335592518
  (0, 162)	0.06740291434233936
  (0, 159)	0.03332512327181103
  (0, 130)	0.11663516854600281
  (0, 126)	0.04510112999517491
  (0, 102)	0.04919056084859326
  (0, 68)	0.03816599702501602
  (0, 57)	0.04594370966814314
  (0, 49)	0.05882413392857776
  (0, 24)	0.05202024185911185
  (0, 18)	0.0659163103911025
  (0, 12)	0.04405170276589532
  (0, 0)	0.0679235229213766"
788,10,comput skill ye sql knowledg ye unix knowledg ye data warehous knowledg ye ab intio yee hobbi play cricket footbal read book visit new place travel declar herebi declar mention inform factual correct best knowledg belief date mr manish prabhakar patil place mumbai educ detail june june bachelor electron telecommun patil colleg engin januari januari engin navi mumbai maharashtra bharati vidyapeeth januari mumbai maharashtra khalsa colleg etl informatica develop etl develop skill detail etl exprienc less year month data warehous exprienc less year month datastag exprienc less year monthscompani detail compani relianc infocomm descript havevbeen work etl develop relianc industri india past year good knowledg informatica sql well good knowledg unix will work compani develop,"  (0, 1495)	0.14113527728741335
  (0, 1481)	0.07193349853582463
  (0, 1471)	0.08100821393392807
  (0, 1461)	0.20671174213134622
  (0, 1452)	0.11847384917664826
  (0, 1419)	0.19063178939871211
  (0, 1399)	0.12613314889234847
  (0, 1352)	0.1277843942135202
  (0, 1266)	0.12413287258185175
  (0, 1121)	0.2713023672687225
  (0, 993)	0.12560016440249355
  (0, 988)	0.20834906954963836
  (0, 967)	0.27931108450126646
  (0, 964)	0.1295203550123156
  (0, 895)	0.07308999754308199
  (0, 874)	0.16375059091705157
  (0, 867)	0.1367768031694224
  (0, 863)	0.042439746357377704
  (0, 861)	0.07991533749352955
  (0, 832)	0.14602609241465866
  (0, 792)	0.07982711182401589
  (0, 750)	0.16187080130193948
  (0, 722)	0.2065863227560586
  (0, 716)	0.14679688224354687
  (0, 698)	0.12569547388494767
  (0, 651)	0.23035089801512448
  (0, 650)	0.0748141640167399
  (0, 649)	0.09886771936783416
  (0, 646)	0.07123657193280038
  (0, 592)	0.15013340688496413
  (0, 562)	0.13102557794287134
  (0, 469)	0.0890645732335505
  (0, 448)	0.3035962513310648
  (0, 423)	0.09002829229518827
  (0, 409)	0.09375369757258589
  (0, 350)	0.1130055736237086
  (0, 327)	0.24405937187287055
  (0, 315)	0.0925376212767818
  (0, 313)	0.10498874905777363
  (0, 297)	0.1432428413793826
  (0, 283)	0.10820627915347968
  (0, 254)	0.06649265907183895
  (0, 231)	0.10939334366391172
  (0, 144)	0.13262747278355358
  (0, 126)	0.10982590951145607
  (0, 107)	0.08143572044741632"
789,10,technic summari knowledg informatica power center ver etl tool map design usag multipl transform integr variou data sourc like sql server tabl flat file etc target data warehous sql plsql work knowledg microsoft sql server unix work descript shell script error debug job schedul use autosi incid manag chang request servic jira agil central basic knowledg intellimatch reconcili tool educ detail januari januari btech cse sangli maharashtra walchand colleg engin octob sangli maharashtra willingdon colleg august achiev sangli maharashtra martin english school etl develop analyst skill detail etl exprienc month extract transform load exprienc month informatica exprienc month ms sql server exprienc month reconcili exprienc month jira exprienc monthscompani detail compani tata consult servic descript project detail client project barclay uk london hexad environ informatica power center sql server unix autosi intellimatch project descript object implement strateg technic solut support govern monitor break standard includ enhanc audit capabl part program requir remedi sourc system data feed involv consolid data standard feed remedi data feed consum etl layer reconcili tool design sourc data etl layer data front back offic system togeth static data must therefor deliv etl pre process deliv reconcili tool reconcili process perform role respons respons analyz design develop etl strategi process write etl specif requir gather make function document low level document develop debug informatica map resolv bug identifi caus failur user interact identifi issu data load applic develop map use differ transform compani tata consult servic descript project detail client project barclay uk london hexad environ informatica power center sql server unix autosi intellimatch project descript object implement strateg technic solut support govern monitor break standard includ enhanc audit capabl part program requir remedi sourc system data feed involv consolid data standard feed remedi data feed consum etl layer reconcili tool design sourc data etl layer data front back offic system togeth static data must therefor deliv etl pre process deliv reconcili tool reconcili process perform role respons respons analyz design develop etl strategi process write etl specif requir gather make function document low level document develop debug informatica map resolv bug identifi caus failur user interact identifi issu data load applic develop map use differ transform,"  (0, 1488)	0.07534524653162179
  (0, 1481)	0.03406795881232474
  (0, 1461)	0.05782096904149027
  (0, 1435)	0.033389971729747385
  (0, 1428)	0.06085668656884521
  (0, 1427)	0.06021555034656728
  (0, 1426)	0.05715762401235148
  (0, 1419)	0.11190455248655258
  (0, 1413)	0.10201922781744145
  (0, 1394)	0.1205433046956906
  (0, 1378)	0.08902677701790064
  (0, 1346)	0.06252531825347328
  (0, 1340)	0.10157793849826101
  (0, 1337)	0.04954312643695827
  (0, 1328)	0.05366783214641199
  (0, 1327)	0.058039708055058606
  (0, 1319)	0.05825234914449129
  (0, 1313)	0.06250752429342726
  (0, 1296)	0.08754027163954811
  (0, 1295)	0.09641198668701667
  (0, 1284)	0.12413826845980229
  (0, 1278)	0.09933429674727472
  (0, 1266)	0.09693598377748142
  (0, 1261)	0.07468730654641406
  (0, 1255)	0.11612029070992329
  :	:
  (0, 336)	0.14194795930999768
  (0, 324)	0.11818087733746714
  (0, 313)	0.1107904794987586
  (0, 302)	0.06870693447472397
  (0, 269)	0.11633095239079579
  (0, 268)	0.07814915176401205
  (0, 231)	0.05180907368808968
  (0, 215)	0.050048840708203784
  (0, 194)	0.04051567432041853
  (0, 189)	0.0631240830200065
  (0, 187)	0.10178322347037219
  (0, 185)	0.09789941070984313
  (0, 170)	0.10246781150440296
  (0, 158)	0.08388380484286079
  (0, 119)	0.042127941931472804
  (0, 116)	0.12516249171639557
  (0, 108)	0.09207390151946537
  (0, 100)	0.16231982668379613
  (0, 93)	0.05384300930586206
  (0, 91)	0.08434379373913747
  (0, 58)	0.05018026321765585
  (0, 45)	0.06362939751386976
  (0, 43)	0.051702694629652594
  (0, 24)	0.05999356681128446
  (0, 4)	0.0415450213086275"
790,10,technicalprofici db oracl domain invest bank advertis insur program skill sql plsql bi tool informatica os window unix profession develop train concept data wareh busi intellig etl bi tool informatica educ detail bca nand maharashtra nand univers etl develop etl develop sun trust bank ny skill detail etl exprienc month extract transform load exprienc month informatica exprienc month oracl exprienc month unix exprienc monthscompani detail compani sun trust bank ny descript sun trust bank ny jan present client sun trust bank ny environ informatica power center oracl unix role etl develop project profil sun trust bank us base multin financi servic hold compani headquart ny oper bank new york financi servic invest compani organ stock corpor four divis invest bank privat bank retail bank share servic group provid financi servic support divis object first modul creat dr system bank central point commun storag list cash secur loan bond note equiti rate commod fx asset class contribut highlight liais close project manag busi analyst product architect requir model cfoc defin technic requir creat project document develop use infa oracl unix use informatica powercent extract transform load etl data databas creat configur session informatica workflow manag load data data base tabl variou heterogen databas sourc like flat file oracl etc unit test system integr test develop map provid product support deploy code provid solut busi product issu one one interact client throughout project daili meet project compani marshal multimedia descript jun dec client marshal multimedia environ informatica power center oracl unix role etl develop project profil marshal multimedia us base multimedia advertis servic base organ head courter new york egc interfac system advert manag custom manag bill provis system consum enterpris custom main aim project creat enterpris data warehous would suffic need report belong follow categori financi report manag report reject report profession report creat cogno etl work perform informatica project load advert detail magazin detail come relat tabl data warehous calcul compens incent amount monthli twice per busi rule contribut highlight develop map use differ sourc use informatica transform creat configur session informatica workflow manag load data data mart tabl variou heterogen databas sourc like flat file oracl etc unit test system integr test develop map provid solut busi product issu project compani assur healthcar insur miami usa descript assur usa nov may project act bi state datamart client assur healthcar insur miami usa environ informatica power center oracl unix role etl develop project profil assur inc hold compani busi provid divers set specialti nich market insur product properti casualti life health insur sector compani four oper segment assur employe benefit assur health assur solut assur specialti properti project aim build state datamart enterpris solut part team respons etl design develop along test contribut highlight perform small enhanc daili load monitor attend informatica job failur analyz root caus resolv failur use standard document process experi write sql statement strong problem analysi resolut skill abil work multi platform environ schedul informatica job use informatica schedul extens use etl methodolog develop support data extract transform load process corpor wide etl solut use informatica involv creat unit case upload qualiti center unit test utr ensur daili support task done ord defin sla,"  (0, 1496)	0.1118297955599698
